"","Date","StartTime","Away","AwayPts","Home","HomePts","Attend","season"
"755","Tue, Apr 19, 2016","9:30p","Memphis Grizzlies","68","San Antonio Spurs","94","18,418",2016
"756","Wed, Apr 20, 2016","7:00p","Charlotte Hornets","103","Miami Heat","115","19,650",2016
"757","Wed, Apr 20, 2016","8:00p","Detroit Pistons","90","Cleveland Cavaliers","107","20,562",2016
"758","Wed, Apr 20, 2016","10:30p","Portland Trail Blazers","81","Los Angeles Clippers","102","19,127",2016
"759","Thu, Apr 21, 2016","7:00p","Oklahoma City Thunder","131","Dallas Mavericks","102","20,150",2016
"760","Thu, Apr 21, 2016","7:30p","Toronto Raptors","101","Indiana Pacers","85","18,165",2016
"761","Thu, Apr 21, 2016","9:30p","Golden State Warriors","96","Houston Rockets","97","18,200",2016
"762","Fri, Apr 22, 2016","7:00p","Cleveland Cavaliers","101","Detroit Pistons","91","21,584",2016
"763","Fri, Apr 22, 2016","8:00p","Atlanta Hawks","103","Boston Celtics","111","18,624",2016
"764","Fri, Apr 22, 2016","9:30p","San Antonio Spurs","96","Memphis Grizzlies","87","18,119",2016
"765","Sat, Apr 23, 2016","3:00p","Toronto Raptors","83","Indiana Pacers","100","18,165",2016
"766","Sat, Apr 23, 2016","5:30p","Miami Heat","80","Charlotte Hornets","96","19,604",2016
"767","Sat, Apr 23, 2016","8:00p","Oklahoma City Thunder","119","Dallas Mavericks","108","20,516",2016
"768","Sat, Apr 23, 2016","10:30p","Los Angeles Clippers","88","Portland Trail Blazers","96","19,761",2016
"769","Sun, Apr 24, 2016","1:00p","San Antonio Spurs","116","Memphis Grizzlies","95","18,119",2016
"770","Sun, Apr 24, 2016","3:30p","Golden State Warriors","121","Houston Rockets","94","18,200",2016
"771","Sun, Apr 24, 2016","6:00p","Atlanta Hawks","95","Boston Celtics","104","18,624",2016
"772","Sun, Apr 24, 2016","8:30p","Cleveland Cavaliers","100","Detroit Pistons","98","21,584",2016
"773","Mon, Apr 25, 2016","7:00p","Miami Heat","85","Charlotte Hornets","89","19,156",2016
"774","Mon, Apr 25, 2016","8:00p","Dallas Mavericks","104","Oklahoma City Thunder","118","18,203",2016
"775","Mon, Apr 25, 2016","10:30p","Los Angeles Clippers","84","Portland Trail Blazers","98","19,607",2016
"776","Tue, Apr 26, 2016","6:00p","Indiana Pacers","99","Toronto Raptors","102","19,800",2016
"777","Tue, Apr 26, 2016","8:30p","Boston Celtics","83","Atlanta Hawks","110","18,987",2016
"778","Wed, Apr 27, 2016","8:00p","Charlotte Hornets","90","Miami Heat","88","19,685",2016
"779","Wed, Apr 27, 2016","10:00p","Portland Trail Blazers","108","Los Angeles Clippers","98","19,060",2016
"780","Wed, Apr 27, 2016","10:30p","Houston Rockets","81","Golden State Warriors","114","19,596",2016
"781","Thu, Apr 28, 2016","8:00p","Atlanta Hawks","104","Boston Celtics","92","18,624",2016
"782","Fri, Apr 29, 2016","7:30p","Toronto Raptors","83","Indiana Pacers","101","18,165",2016
"783","Fri, Apr 29, 2016","8:00p","Miami Heat","97","Charlotte Hornets","90","19,636",2016
"784","Fri, Apr 29, 2016","10:30p","Los Angeles Clippers","103","Portland Trail Blazers","106","19,768",2016
"785","Sat, Apr 30, 2016","8:30p","Oklahoma City Thunder","92","San Antonio Spurs","124","18,418",2016
"786","Sun, May 1, 2016","1:00p","Charlotte Hornets","73","Miami Heat","106","19,868",2016
"787","Sun, May 1, 2016","3:30p","Portland Trail Blazers","106","Golden State Warriors","118","19,596",2016
"788","Sun, May 1, 2016","8:00p","Indiana Pacers","84","Toronto Raptors","89","20,669",2016
"789","Mon, May 2, 2016","7:00p","Atlanta Hawks","93","Cleveland Cavaliers","104","20,562",2016
"790","Mon, May 2, 2016","9:30p","Oklahoma City Thunder","98","San Antonio Spurs","97","18,418",2016
"791","Tue, May 3, 2016","8:00p","Miami Heat","102","Toronto Raptors","96","19,800",2016
"792","Tue, May 3, 2016","10:30p","Portland Trail Blazers","99","Golden State Warriors","110","19,596",2016
"793","Wed, May 4, 2016","8:00p","Atlanta Hawks","98","Cleveland Cavaliers","123","20,562",2016
"794","Thu, May 5, 2016","8:00p","Miami Heat","92","Toronto Raptors","96","20,906",2016
"795","Fri, May 6, 2016","7:00p","Cleveland Cavaliers","121","Atlanta Hawks","108","19,089",2016
"796","Fri, May 6, 2016","9:30p","San Antonio Spurs","100","Oklahoma City Thunder","96","18,203",2016
"797","Sat, May 7, 2016","5:00p","Toronto Raptors","95","Miami Heat","91","19,675",2016
"798","Sat, May 7, 2016","8:30p","Golden State Warriors","108","Portland Trail Blazers","120","19,673",2016
"799","Sun, May 8, 2016","3:30p","Cleveland Cavaliers","100","Atlanta Hawks","99","19,031",2016
"800","Sun, May 8, 2016","8:00p","San Antonio Spurs","97","Oklahoma City Thunder","111","18,203",2016
"801","Mon, May 9, 2016","8:00p","Toronto Raptors","87","Miami Heat","94","19,600",2016
"802","Mon, May 9, 2016","10:30p","Golden State Warriors","132","Portland Trail Blazers","125","19,583",2016
"803","Tue, May 10, 2016","8:00p","Oklahoma City Thunder","95","San Antonio Spurs","91","18,418",2016
"804","Wed, May 11, 2016","8:00p","Miami Heat","91","Toronto Raptors","99","20,155",2016
"805","Wed, May 11, 2016","10:30p","Portland Trail Blazers","121","Golden State Warriors","125","19,596",2016
"806","Thu, May 12, 2016","8:30p","San Antonio Spurs","99","Oklahoma City Thunder","113","18,203",2016
"807","Fri, May 13, 2016","8:00p","Toronto Raptors","91","Miami Heat","103","19,757",2016
"808","Sun, May 15, 2016","3:30p","Miami Heat","89","Toronto Raptors","116","20,257",2016
"809","Mon, May 16, 2016","9:00p","Oklahoma City Thunder","108","Golden State Warriors","102","19,596",2016
"810","Tue, May 17, 2016","8:30p","Toronto Raptors","84","Cleveland Cavaliers","115","20,562",2016
"811","Wed, May 18, 2016","9:00p","Oklahoma City Thunder","91","Golden State Warriors","118","19,596",2016
"812","Thu, May 19, 2016","8:30p","Toronto Raptors","89","Cleveland Cavaliers","108","20,562",2016
"813","Sat, May 21, 2016","8:30p","Cleveland Cavaliers","84","Toronto Raptors","99","20,207",2016
"814","Sun, May 22, 2016","8:00p","Golden State Warriors","105","Oklahoma City Thunder","133","18,203",2016
"815","Mon, May 23, 2016","8:30p","Cleveland Cavaliers","99","Toronto Raptors","105","20,367",2016
"816","Tue, May 24, 2016","9:00p","Golden State Warriors","94","Oklahoma City Thunder","118","18,203",2016
"817","Wed, May 25, 2016","8:30p","Toronto Raptors","78","Cleveland Cavaliers","116","20,562",2016
"818","Thu, May 26, 2016","9:00p","Oklahoma City Thunder","111","Golden State Warriors","120","19,596",2016
"819","Fri, May 27, 2016","8:30p","Cleveland Cavaliers","113","Toronto Raptors","87","20,605",2016
"820","Sat, May 28, 2016","9:00p","Golden State Warriors","108","Oklahoma City Thunder","101","18,203",2016
"821","Mon, May 30, 2016","9:00p","Oklahoma City Thunder","88","Golden State Warriors","96","19,596",2016
"822","Thu, Jun 2, 2016","9:00p","Cleveland Cavaliers","89","Golden State Warriors","104","19,596",2016
"823","Sun, Jun 5, 2016","8:00p","Cleveland Cavaliers","77","Golden State Warriors","110","19,596",2016
"824","Wed, Jun 8, 2016","9:00p","Golden State Warriors","90","Cleveland Cavaliers","120","20,562",2016
"825","Fri, Jun 10, 2016","9:00p","Golden State Warriors","108","Cleveland Cavaliers","97","20,562",2016
"826","Mon, Jun 13, 2016","9:00p","Cleveland Cavaliers","112","Golden State Warriors","97","19,596",2016
"827","Thu, Jun 16, 2016","9:00p","Golden State Warriors","101","Cleveland Cavaliers","115","20,562",2016
"828","Sun, Jun 19, 2016","8:00p","Cleveland Cavaliers","93","Golden State Warriors","89","19,596",2016
"829","Tue, Oct 27, 2015","8:00p","Cleveland Cavaliers","95","Chicago Bulls","97","21,957",2016
"830","Tue, Oct 27, 2015","8:00p","Detroit Pistons","106","Atlanta Hawks","94","19,187",2016
"831","Tue, Oct 27, 2015","10:30p","New Orleans Pelicans","95","Golden State Warriors","111","19,596",2016
"832","Wed, Oct 28, 2015","7:00p","Washington Wizards","88","Orlando Magic","87","18,846",2016
"833","Wed, Oct 28, 2015","7:30p","Philadelphia 76ers","95","Boston Celtics","112","18,624",2016
"834","Wed, Oct 28, 2015","7:30p","Chicago Bulls","115","Brooklyn Nets","100","17,732",2016
"835","Wed, Oct 28, 2015","7:30p","Utah Jazz","87","Detroit Pistons","92","18,434",2016
"836","Wed, Oct 28, 2015","7:30p","Indiana Pacers","99","Toronto Raptors","106","19,800",2016
"837","Wed, Oct 28, 2015","7:30p","Charlotte Hornets","94","Miami Heat","104","19,724",2016
"838","Wed, Oct 28, 2015","8:00p","New York Knicks","122","Milwaukee Bucks","97","18,717",2016
"839","Wed, Oct 28, 2015","8:00p","San Antonio Spurs","106","Oklahoma City Thunder","112","18,203",2016
"840","Wed, Oct 28, 2015","8:00p","Cleveland Cavaliers","106","Memphis Grizzlies","76","18,119",2016
"841","Wed, Oct 28, 2015","8:00p","Denver Nuggets","105","Houston Rockets","85","18,240",2016
"842","Wed, Oct 28, 2015","10:00p","Dallas Mavericks","111","Phoenix Suns","95","18,055",2016
"843","Wed, Oct 28, 2015","10:00p","New Orleans Pelicans","94","Portland Trail Blazers","112","19,393",2016
"844","Wed, Oct 28, 2015","10:00p","Los Angeles Clippers","111","Sacramento Kings","104","17,458",2016
"845","Wed, Oct 28, 2015","10:30p","Minnesota Timberwolves","112","Los Angeles Lakers","111","18,997",2016
"846","Thu, Oct 29, 2015","7:00p","Memphis Grizzlies","112","Indiana Pacers","103","18,165",2016
"847","Thu, Oct 29, 2015","8:00p","Atlanta Hawks","112","New York Knicks","101","19,812",2016
"848","Thu, Oct 29, 2015","10:30p","Dallas Mavericks","88","Los Angeles Clippers","104","19,218",2016
"849","Fri, Oct 30, 2015","7:00p","Miami Heat","92","Cleveland Cavaliers","102","20,562",2016
"850","Fri, Oct 30, 2015","7:00p","Utah Jazz","99","Philadelphia 76ers","71","17,122",2016
"851","Fri, Oct 30, 2015","7:00p","Oklahoma City Thunder","139","Orlando Magic","136","18,846",2016
"852","Fri, Oct 30, 2015","7:30p","Toronto Raptors","113","Boston Celtics","103","16,898",2016
"853","Fri, Oct 30, 2015","7:30p","Chicago Bulls","94","Detroit Pistons","98","16,035",2016
"854","Fri, Oct 30, 2015","8:00p","Charlotte Hornets","94","Atlanta Hawks","97","17,024",2016
"855","Fri, Oct 30, 2015","8:00p","Washington Wizards","118","Milwaukee Bucks","113","13,858",2016
"856","Fri, Oct 30, 2015","8:30p","Brooklyn Nets","75","San Antonio Spurs","102","18,418",2016
"857","Fri, Oct 30, 2015","9:00p","Minnesota Timberwolves","95","Denver Nuggets","78","17,660",2016
"858","Fri, Oct 30, 2015","9:30p","Golden State Warriors","112","Houston Rockets","92","18,142",2016
"859","Fri, Oct 30, 2015","10:00p","Los Angeles Lakers","114","Sacramento Kings","132","17,391",2016
"860","Fri, Oct 30, 2015","10:30p","Portland Trail Blazers","92","Phoenix Suns","110","18,055",2016
"861","Sat, Oct 31, 2015","7:00p","Utah Jazz","97","Indiana Pacers","76","14,412",2016
"862","Sat, Oct 31, 2015","7:00p","New York Knicks","117","Washington Wizards","110","20,356",2016
"863","Sat, Oct 31, 2015","7:30p","Golden State Warriors","134","New Orleans Pelicans","120","18,406",2016
"864","Sat, Oct 31, 2015","8:00p","Brooklyn Nets","91","Memphis Grizzlies","101","16,013",2016
"865","Sat, Oct 31, 2015","10:00p","Phoenix Suns","101","Portland Trail Blazers","90","17,906",2016
"866","Sat, Oct 31, 2015","10:30p","Sacramento Kings","109","Los Angeles Clippers","114","19,060",2016
"867","Sun, Nov 1, 2015","2:00p","Atlanta Hawks","94","Charlotte Hornets","92","18,691",2016
"868","Sun, Nov 1, 2015","3:30p","San Antonio Spurs","95","Boston Celtics","87","17,461",2016
"869","Sun, Nov 1, 2015","6:00p","Houston Rockets","89","Miami Heat","109","19,600",2016
"870","Sun, Nov 1, 2015","6:00p","Milwaukee Bucks","87","Toronto Raptors","106","19,800",2016
"871","Sun, Nov 1, 2015","7:00p","Orlando Magic","87","Chicago Bulls","92","21,585",2016
"872","Sun, Nov 1, 2015","7:00p","Denver Nuggets","93","Oklahoma City Thunder","117","18,203",2016
"873","Sun, Nov 1, 2015","9:30p","Dallas Mavericks","103","Los Angeles Lakers","93","18,997",2016
"874","Mon, Nov 2, 2015","7:00p","Cleveland Cavaliers","107","Philadelphia 76ers","100","18,094",2016
"875","Mon, Nov 2, 2015","7:30p","Milwaukee Bucks","103","Brooklyn Nets","96","12,576",2016
"876","Mon, Nov 2, 2015","7:30p","San Antonio Spurs","94","New York Knicks","84","19,812",2016
"877","Mon, Nov 2, 2015","8:00p","Oklahoma City Thunder","105","Houston Rockets","110","17,224",2016
"878","Mon, Nov 2, 2015","8:00p","Portland Trail Blazers","106","Minnesota Timberwolves","101","18,903",2016
"879","Mon, Nov 2, 2015","10:30p","Memphis Grizzlies","69","Golden State Warriors","119","19,596",2016
"880","Mon, Nov 2, 2015","10:30p","Phoenix Suns","96","Los Angeles Clippers","102","19,060",2016
"881","Tue, Nov 3, 2015","7:00p","Chicago Bulls","105","Charlotte Hornets","130","15,136",2016
"882","Tue, Nov 3, 2015","7:30p","Indiana Pacers","94","Detroit Pistons","82","13,325",2016
"883","Tue, Nov 3, 2015","7:30p","Atlanta Hawks","98","Miami Heat","92","19,600",2016
"884","Tue, Nov 3, 2015","8:00p","Orlando Magic","103","New Orleans Pelicans","94","16,876",2016
"885","Tue, Nov 3, 2015","8:30p","Toronto Raptors","102","Dallas Mavericks","91","20,034",2016
"886","Tue, Nov 3, 2015","10:00p","Memphis Grizzlies","103","Sacramento Kings","89","17,317",2016
"887","Tue, Nov 3, 2015","10:30p","Denver Nuggets","120","Los Angeles Lakers","109","18,997",2016
"888","Wed, Nov 4, 2015","7:00p","Boston Celtics","98","Indiana Pacers","100","14,022",2016
"889","Wed, Nov 4, 2015","7:00p","San Antonio Spurs","99","Washington Wizards","102","17,721",2016
"890","Wed, Nov 4, 2015","8:00p","Brooklyn Nets","87","Atlanta Hawks","101","14,044",2016
"891","Wed, Nov 4, 2015","8:00p","New York Knicks","86","Cleveland Cavaliers","96","20,562",2016
"892","Wed, Nov 4, 2015","8:00p","Orlando Magic","114","Houston Rockets","119","16,735",2016
"893","Wed, Nov 4, 2015","8:00p","Philadelphia 76ers","87","Milwaukee Bucks","91","12,437",2016
"894","Wed, Nov 4, 2015","8:00p","Toronto Raptors","103","Oklahoma City Thunder","98","18,203",2016
"895","Wed, Nov 4, 2015","9:00p","Sacramento Kings","97","Phoenix Suns","118","16,497",2016
"896","Wed, Nov 4, 2015","9:00p","Portland Trail Blazers","108","Utah Jazz","92","19,911",2016
"897","Wed, Nov 4, 2015","10:30p","Los Angeles Clippers","108","Golden State Warriors","112","19,596",2016
"898","Thu, Nov 5, 2015","8:00p","Oklahoma City Thunder","98","Chicago Bulls","104","21,861",2016
"899","Thu, Nov 5, 2015","8:00p","Miami Heat","96","Minnesota Timberwolves","84","11,794",2016
"900","Thu, Nov 5, 2015","8:30p","Charlotte Hornets","108","Dallas Mavericks","94","19,635",2016
"901","Thu, Nov 5, 2015","9:00p","Utah Jazz","96","Denver Nuggets","84","9,906",2016
"902","Thu, Nov 5, 2015","10:30p","Memphis Grizzlies","96","Portland Trail Blazers","115","19,393",2016
"903","Fri, Nov 6, 2015","7:00p","Toronto Raptors","87","Orlando Magic","92","16,578",2016
"904","Fri, Nov 6, 2015","7:30p","Washington Wizards","98","Boston Celtics","118","18,624",2016
"905","Fri, Nov 6, 2015","7:30p","Los Angeles Lakers","104","Brooklyn Nets","98","17,732",2016
"906","Fri, Nov 6, 2015","7:30p","Philadelphia 76ers","102","Cleveland Cavaliers","108","20,562",2016
"907","Fri, Nov 6, 2015","7:30p","Milwaukee Bucks","99","New York Knicks","92","19,812",2016
"908","Fri, Nov 6, 2015","8:00p","Miami Heat","87","Indiana Pacers","90","16,914",2016
"909","Fri, Nov 6, 2015","8:00p","Atlanta Hawks","121","New Orleans Pelicans","115","16,983",2016
"910","Fri, Nov 6, 2015","9:30p","Detroit Pistons","100","Phoenix Suns","92","16,676",2016
"911","Fri, Nov 6, 2015","10:30p","Denver Nuggets","104","Golden State Warriors","119","19,596",2016
"912","Fri, Nov 6, 2015","10:30p","Houston Rockets","116","Sacramento Kings","110","16,983",2016
"913","Sat, Nov 7, 2015","6:00p","Minnesota Timberwolves","102","Chicago Bulls","93","21,988",2016
"914","Sat, Nov 7, 2015","7:00p","Orlando Magic","105","Philadelphia 76ers","97","15,207",2016
"915","Sat, Nov 7, 2015","7:30p","Washington Wizards","99","Atlanta Hawks","114","18,047",2016
"916","Sat, Nov 7, 2015","8:30p","New Orleans Pelicans","98","Dallas Mavericks","107","20,454",2016
"917","Sat, Nov 7, 2015","8:30p","Brooklyn Nets","86","Milwaukee Bucks","94","15,228",2016
"918","Sat, Nov 7, 2015","8:30p","Charlotte Hornets","94","San Antonio Spurs","114","18,418",2016
"919","Sat, Nov 7, 2015","9:00p","Memphis Grizzlies","79","Utah Jazz","89","19,456",2016
"920","Sat, Nov 7, 2015","10:00p","Golden State Warriors","103","Sacramento Kings","94","17,317",2016
"921","Sat, Nov 7, 2015","10:30p","Houston Rockets","109","Los Angeles Clippers","105","19,361",2016
"922","Sun, Nov 8, 2015","3:30p","Indiana Pacers","97","Cleveland Cavaliers","101","20,562",2016
"923","Sun, Nov 8, 2015","3:30p","Los Angeles Lakers","95","New York Knicks","99","19,812",2016
"924","Sun, Nov 8, 2015","6:00p","Toronto Raptors","76","Miami Heat","96","19,600",2016
"925","Sun, Nov 8, 2015","7:00p","Phoenix Suns","103","Oklahoma City Thunder","124","18,203",2016
"926","Sun, Nov 8, 2015","9:00p","Detroit Pistons","120","Portland Trail Blazers","103","19,393",2016
"927","Mon, Nov 9, 2015","7:00p","Orlando Magic","84","Indiana Pacers","97","13,104",2016
"928","Mon, Nov 9, 2015","7:00p","Chicago Bulls","111","Philadelphia 76ers","88","13,879",2016
"929","Mon, Nov 9, 2015","8:00p","Minnesota Timberwolves","117","Atlanta Hawks","107","12,016",2016
"930","Mon, Nov 9, 2015","9:00p","Portland Trail Blazers","104","Denver Nuggets","108","9,153",2016
"931","Mon, Nov 9, 2015","10:00p","San Antonio Spurs","106","Sacramento Kings","88","17,317",2016
"932","Mon, Nov 9, 2015","10:30p","Detroit Pistons","95","Golden State Warriors","109","19,596",2016
"933","Mon, Nov 9, 2015","10:30p","Memphis Grizzlies","92","Los Angeles Clippers","94","19,060",2016
"934","Tue, Nov 10, 2015","7:00p","Utah Jazz","114","Cleveland Cavaliers","118","20,562",2016
"935","Tue, Nov 10, 2015","7:00p","Oklahoma City Thunder","125","Washington Wizards","101","20,356",2016
"936","Tue, Nov 10, 2015","7:30p","Los Angeles Lakers","88","Miami Heat","101","19,825",2016
"937","Tue, Nov 10, 2015","7:30p","New York Knicks","111","Toronto Raptors","109","19,800",2016
"938","Tue, Nov 10, 2015","8:00p","Boston Celtics","99","Milwaukee Bucks","83","11,822",2016
"939","Tue, Nov 10, 2015","8:00p","Charlotte Hornets","104","Minnesota Timberwolves","95","14,722",2016
"940","Tue, Nov 10, 2015","8:00p","Dallas Mavericks","105","New Orleans Pelicans","120","17,128",2016
"941","Wed, Nov 11, 2015","7:00p","New York Knicks","93","Charlotte Hornets","95","16,643",2016
"942","Wed, Nov 11, 2015","7:00p","Los Angeles Lakers","99","Orlando Magic","101","18,846",2016
"943","Wed, Nov 11, 2015","7:00p","Toronto Raptors","119","Philadelphia 76ers","103","12,744",2016
"944","Wed, Nov 11, 2015","7:30p","Indiana Pacers","102","Boston Celtics","91","17,879",2016
"945","Wed, Nov 11, 2015","8:00p","New Orleans Pelicans","98","Atlanta Hawks","106","15,597",2016
"946","Wed, Nov 11, 2015","8:00p","Los Angeles Clippers","108","Dallas Mavericks","118","19,805",2016
"947","Wed, Nov 11, 2015","8:00p","Brooklyn Nets","106","Houston Rockets","98","18,155",2016
"948","Wed, Nov 11, 2015","8:00p","Golden State Warriors","100","Memphis Grizzlies","84","18,119",2016
"949","Wed, Nov 11, 2015","9:00p","Milwaukee Bucks","102","Denver Nuggets","103","9,403",2016
